month,smtp,ssh,ftp,tds,mysql,mongodb,postgresql,sftp,http
2017/11/12 16:00,0.00 ,162.19 ,85.84 ,257.51 ,0.02 ,228.91 ,0.00 ,0.00 ,469.94 
2017/11/12 17:00,0.00 ,219.39 ,0.00 ,228.90 ,343.34 ,85.84 ,228.89 ,171.67 ,406.56 
2017/11/12 18:00,0.00 ,486.45 ,228.90 ,0.01 ,371.96 ,143.08 ,0.00 ,0.00 ,366.23 
2017/11/12 19:00,0.00 ,143.07 ,0.00 ,228.90 ,143.07 ,0.02 ,57.24 ,0.00 ,310.66 
2017/11/12 20:00,0.00 ,19.09 ,28.62 ,0.00 ,0.01 ,0.00 ,0.01 ,0.00 ,117.40 
2017/11/12 21:00,0.00 ,171.69 ,143.07 ,0.00 ,0.00 ,0.02 ,0.01 ,0.00 ,61.43 
2017/11/13 2:00,0.03 ,0.02 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2017/11/13 3:00,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2017/11/13 7:00,0.00 ,1392.52 ,543.63 ,0.01 ,0.03 ,0.00 ,228.90 ,114.46 ,0.00 
2017/11/13 8:00,0.00 ,9146.71 ,3004.49 ,2403.54 ,2002.98 ,1888.56 ,1116.00 ,1487.91 ,0.00 
2017/11/13 9:00,0.02 ,16738.97 ,3920.15 ,4005.96 ,3748.48 ,6266.34 ,3891.52 ,5121.76 ,176.23 
2017/11/13 10:00,0.11 ,791.70 ,286.14 ,57.25 ,400.62 ,0.05 ,286.14 ,371.96 ,3135.06 
2017/11/13 11:00,0.08 ,31522.36 ,9985.97 ,7697.07 ,6924.64 ,7382.43 ,7496.69 ,5322.30 ,11290.90 
2017/11/13 12:00,0.05 ,14516.55 ,3776.95 ,3633.95 ,3147.58 ,2832.80 ,3748.36 ,4549.50 ,9050.24 
2017/11/13 13:00,0.01 ,4167.98 ,1173.20 ,858.48 ,1087.29 ,772.52 ,1430.65 ,1230.37 ,4212.92 
2017/11/13 14:00,0.04 ,13944.18 ,3805.59 ,3405.04 ,3576.66 ,4292.14 ,6323.52 ,3004.46 ,6983.45 
2017/11/13 15:00,0.04 ,18178.97 ,3061.78 ,4291.91 ,3261.94 ,5579.51 ,3891.50 ,3920.09 ,7099.29 
2017/11/13 16:00,0.03 ,14344.85 ,3347.82 ,3061.62 ,3462.32 ,3433.77 ,3977.20 ,3118.92 ,6674.25 
2017/11/13 17:00,0.03 ,15002.84 ,2203.43 ,4435.21 ,3433.72 ,5407.88 ,3748.38 ,3490.82 ,6946.75 
2017/11/13 18:00,0.03 ,12056.04 ,3262.02 ,3061.73 ,3405.04 ,2632.56 ,2231.87 ,4005.89 ,5530.10 
2017/11/13 19:00,0.01 ,6581.17 ,1602.36 ,1144.64 ,2489.39 ,1259.04 ,1287.72 ,1545.18 ,3224.22 
2017/11/13 20:00,0.01 ,2718.34 ,2031.50 ,944.24 ,85.88 ,944.27 ,743.94 ,801.23 ,1176.00 
2017/11/13 21:00,0.00 ,248.02 ,286.14 ,343.36 ,314.74 ,57.25 ,257.53 ,228.91 ,502.74 
2017/11/13 22:00,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.01 ,0.00 ,81.22 
2017/11/14 2:00,0.03 ,0.05 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2017/11/14 3:00,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2017/11/14 4:00,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2017/11/14 7:00,0.00 ,743.97 ,57.25 ,457.83 ,314.74 ,171.71 ,114.49 ,200.31 ,0.00 
2017/11/14 8:00,0.00 ,4902.61 ,1488.05 ,2174.65 ,1659.66 ,1859.91 ,1630.97 ,3347.74 ,0.00 
2017/11/14 9:00,0.02 ,17444.79 ,5121.90 ,4377.84 ,6180.52 ,2546.75 ,4149.02 ,5036.01 ,220.65 
2017/11/14 10:00,0.11 ,1583.37 ,515.07 ,286.15 ,429.19 ,686.72 ,429.21 ,772.51 ,2908.09 
2017/11/14 11:00,0.09 ,25456.48 ,9871.50 ,8555.41 ,6609.87 ,6924.56 ,6037.40 ,4749.91 ,11699.40 
2017/11/14 12:00,0.05 ,15556.21 ,4349.23 ,3262.15 ,2947.25 ,3490.95 ,3977.19 ,4206.19 ,8618.67 
2017/11/14 13:00,0.01 ,2899.52 ,1058.74 ,1058.67 ,1287.54 ,1659.51 ,143.12 ,829.80 ,4417.46 
2017/11/14 14:00,0.04 ,14535.76 ,2346.29 ,6867.09 ,3004.40 ,5751.25 ,2432.14 ,4406.45 ,7282.52 
2017/11/14 15:00,0.04 ,15947.37 ,5236.29 ,3977.30 ,5121.72 ,3862.87 ,4406.47 ,4434.95 ,6695.33 
2017/11/14 16:00,0.04 ,16519.46 ,3262.01 ,3748.37 ,3576.70 ,2661.09 ,3462.31 ,3405.17 ,6913.02 
2017/11/14 17:00,0.03 ,15975.88 ,3834.30 ,3662.62 ,2775.59 ,2289.26 ,2518.12 ,3719.72 ,6626.08 
2017/11/14 18:00,0.03 ,13667.72 ,2918.65 ,3748.47 ,4005.85 ,1974.48 ,3805.53 ,4292.07 ,5820.38 
2017/11/14 19:00,0.02 ,9108.72 ,2517.94 ,2060.19 ,2374.91 ,1659.62 ,1745.46 ,2031.58 ,2757.75 
2017/11/14 20:00,0.01 ,3996.34 ,1573.76 ,772.56 ,715.35 ,858.40 ,629.55 ,915.60 ,1358.41 
2017/11/14 21:00,0.00 ,534.09 ,257.55 ,0.01 ,0.02 ,629.50 ,143.08 ,600.85 ,539.25 
2017/11/14 22:00,0.00 ,19.09 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,72.74 
2017/11/14 23:00,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,2.66 
2017/11/15 2:00,0.03 ,0.03 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2017/11/15 3:00,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2017/11/15 4:00,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2017/11/15 7:00,0.00 ,686.75 ,28.64 ,629.49 ,343.36 ,314.76 ,457.82 ,1030.03 ,0.00 
2017/11/15 8:00,0.00 ,7058.04 ,4177.45 ,1859.88 ,2460.73 ,3061.61 ,1287.83 ,1459.34 ,0.00 
2017/11/15 9:00,0.02 ,17921.66 ,5722.61 ,4664.15 ,3462.32 ,3204.98 ,3290.71 ,5179.10 ,280.69 
2017/11/15 10:00,0.11 ,1716.78 ,486.41 ,228.90 ,314.75 ,200.29 ,600.86 ,57.23 ,2807.76 
2017/11/15 11:00,0.09 ,28232.24 ,8526.77 ,8326.33 ,6667.11 ,6781.39 ,6180.62 ,6581.22 ,12403.04 
2017/11/15 12:00,0.04 ,16176.19 ,5178.98 ,4463.68 ,3977.36 ,2918.68 ,2260.64 ,5379.25 ,8343.24 
2017/11/15 13:00,0.01 ,3462.20 ,1058.70 ,743.96 ,1344.80 ,972.84 ,829.78 ,171.77 ,4394.76 
2017/11/15 14:00,0.04 ,18236.16 ,3261.93 ,4721.21 ,4549.50 ,3633.90 ,4721.19 ,3462.18 ,6496.11 
2017/11/15 15:00,0.04 ,15069.82 ,2231.88 ,6008.71 ,2346.43 ,5007.28 ,5150.48 ,4177.57 ,6669.71 
2017/11/15 16:00,0.03 ,15737.45 ,4320.65 ,5093.21 ,3090.32 ,3834.24 ,4806.97 ,3004.44 ,6224.27 
2017/11/15 17:00,0.03 ,15918.79 ,4206.16 ,3233.50 ,4606.67 ,3290.73 ,2746.93 ,2947.32 ,6252.05 
2017/11/15 18:00,0.03 ,12933.49 ,5293.46 ,4291.96 ,4177.51 ,4835.61 ,3176.22 ,1945.80 ,5210.81 
2017/11/15 19:00,0.01 ,8373.99 ,1630.99 ,2374.98 ,2374.87 ,801.19 ,1459.31 ,2060.17 ,3264.41 
2017/11/15 20:00,0.01 ,3643.47 ,743.96 ,1144.54 ,1602.32 ,801.16 ,429.24 ,715.37 ,1277.54 
2017/11/15 21:00,0.00 ,1898.03 ,257.55 ,743.93 ,400.57 ,143.08 ,171.71 ,114.46 ,255.07 
2017/11/15 22:00,0.00 ,400.59 ,257.51 ,143.07 ,0.00 ,0.03 ,0.00 ,0.00 ,77.40 
2017/11/16 2:00,0.03 ,0.03 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2017/11/16 3:00,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2017/11/16 4:00,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2017/11/16 7:00,0.00 ,743.97 ,343.42 ,686.72 ,715.30 ,0.00 ,200.29 ,0.00 ,0.00 
2017/11/16 8:00,0.00 ,7296.42 ,1545.16 ,858.48 ,1316.32 ,744.04 ,1860.06 ,2575.21 ,0.00 
2017/11/16 9:00,0.02 ,16538.75 ,3662.70 ,4950.22 ,4492.31 ,3233.49 ,2003.10 ,5350.75 ,195.93 
2017/11/16 10:00,0.12 ,1316.19 ,28.63 ,314.73 ,343.35 ,286.12 ,944.22 ,515.03 ,2733.34 
2017/11/16 11:00,0.09 ,30081.91 ,6924.63 ,6724.24 ,6094.76 ,5579.72 ,7611.17 ,6466.72 ,11209.33 
2017/11/16 12:00,0.05 ,14497.41 ,3033.14 ,3262.01 ,3777.11 ,4463.63 ,5036.00 ,5322.11 ,9089.40 
2017/11/16 13:00,0.01 ,4807.11 ,543.69 ,1888.40 ,1716.77 ,429.25 ,543.70 ,915.66 ,4224.75 
2017/11/16 14:00,0.04 ,17167.98 ,3319.15 ,3004.47 ,4263.30 ,4320.51 ,4120.31 ,4549.43 ,7356.81 
2017/11/16 15:00,0.03 ,14669.22 ,2317.79 ,5007.27 ,2804.22 ,4721.34 ,3576.69 ,3261.95 ,7230.07 
2017/11/16 16:00,0.04 ,17358.70 ,4835.71 ,3404.95 ,2518.18 ,2661.21 ,3862.81 ,1430.83 ,6839.39 
2017/11/16 17:00,0.04 ,15737.58 ,2890.00 ,4492.27 ,5293.48 ,3033.07 ,5694.02 ,3233.35 ,6636.64 
2017/11/16 18:00,0.02 ,12094.05 ,2203.34 ,2832.81 ,2918.64 ,2203.33 ,2661.18 ,1688.29 ,5736.71 
2017/11/16 19:00,0.01 ,9327.83 ,1745.44 ,1144.57 ,1630.96 ,1287.59 ,2861.31 ,2088.82 ,2678.09 
2017/11/16 20:00,0.01 ,4158.55 ,1287.62 ,1230.35 ,1030.05 ,829.82 ,515.04 ,1201.74 ,1302.32 
2017/11/16 21:00,0.00 ,2155.54 ,143.07 ,400.56 ,0.00 ,257.53 ,429.22 ,200.30 ,539.31 
2017/11/16 22:00,0.00 ,1798.76 ,0.00 ,171.68 ,0.00 ,0.00 ,28.63 ,0.00 ,63.37 
2017/11/16 23:00,0.00 ,0.01 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,16.51 
2017/11/17 2:00,0.03 ,0.03 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2017/11/17 3:00,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2017/11/17 4:00,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2017/11/17 7:00,0.00 ,991.94 ,686.72 ,85.86 ,0.02 ,0.01 ,400.57 ,572.23 ,0.00 
2017/11/17 8:00,0.00 ,8812.88 ,2403.47 ,2403.53 ,1115.96 ,2060.13 ,1259.05 ,2088.85 ,0.00 
2017/11/17 9:00,0.02 ,17225.33 ,3319.36 ,3662.80 ,3576.87 ,3977.42 ,4292.13 ,3262.09 ,233.71 
2017/11/17 10:00,0.12 ,1506.94 ,200.28 ,858.39 ,171.70 ,600.91 ,228.89 ,286.16 ,2853.02 
2017/11/17 11:00,0.08 ,31054.98 ,8183.44 ,8898.73 ,8927.30 ,5751.40 ,4864.47 ,8898.80 ,11312.27 
2017/11/17 12:00,0.05 ,16138.09 ,4578.14 ,4950.08 ,4063.16 ,4635.34 ,3290.73 ,4263.47 ,8801.25 
2017/11/17 13:00,0.01 ,3815.09 ,972.84 ,1201.76 ,772.54 ,743.94 ,743.93 ,1402.02 ,4361.69 
2017/11/17 14:00,0.04 ,13906.37 ,3834.14 ,6666.70 ,4406.39 ,5093.21 ,2546.74 ,3519.41 ,5997.48 
2017/11/17 15:00,0.04 ,12790.24 ,4034.44 ,3405.04 ,6695.30 ,4749.74 ,2832.78 ,2203.36 ,6701.60 
2017/11/17 16:00,0.03 ,13553.45 ,2975.94 ,3090.23 ,2317.81 ,3376.47 ,4206.09 ,4120.42 ,7105.30 
2017/11/17 17:00,0.03 ,14793.05 ,4778.39 ,2546.68 ,3920.03 ,2603.95 ,4606.65 ,3862.85 ,6598.82 
2017/11/17 18:00,0.03 ,10692.20 ,4263.43 ,2947.30 ,3633.88 ,3691.22 ,1888.56 ,2890.06 ,5338.71 
2017/11/17 19:00,0.01 ,6933.99 ,1316.21 ,3061.54 ,1631.00 ,2088.81 ,1030.06 ,2031.64 ,3234.37 
2017/11/17 20:00,0.01 ,2403.57 ,457.84 ,457.81 ,286.17 ,915.62 ,1402.03 ,772.57 ,1388.79 
2017/11/17 21:00,0.00 ,553.22 ,143.07 ,85.86 ,515.03 ,772.52 ,171.69 ,286.12 ,560.11 
2017/11/17 22:00,0.00 ,0.01 ,0.00 ,0.00 ,257.53 ,0.01 ,0.00 ,0.00 ,31.78 
2017/11/17 23:00,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,12.78 
2017/11/18 3:00,0.33 ,1.84 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2017/11/18 4:00,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2017/11/18 7:00,0.00 ,476.89 ,0.01 ,0.00 ,200.28 ,0.01 ,0.00 ,0.00 ,0.00 
2017/11/18 8:00,0.00 ,2117.32 ,457.81 ,200.31 ,0.00 ,343.37 ,200.29 ,257.52 ,0.00 
2017/11/18 9:00,0.00 ,1421.11 ,915.58 ,0.02 ,572.26 ,0.05 ,114.47 ,114.47 ,62.14 
2017/11/18 10:00,0.01 ,57.23 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,275.00 
2017/11/18 11:00,0.01 ,2241.35 ,228.91 ,600.87 ,629.52 ,658.09 ,858.38 ,1230.34 ,725.35 
2017/11/18 12:00,0.00 ,1478.39 ,686.68 ,200.31 ,171.68 ,114.47 ,228.92 ,343.35 ,680.11 
2017/11/18 13:00,0.00 ,1115.90 ,28.62 ,0.00 ,543.62 ,0.01 ,200.29 ,0.00 ,395.73 
2017/11/18 14:00,0.00 ,629.53 ,371.96 ,343.33 ,257.52 ,200.30 ,85.86 ,314.76 ,634.43 
2017/11/18 15:00,0.00 ,801.20 ,371.99 ,457.80 ,143.07 ,0.00 ,143.06 ,0.03 ,656.68 
2017/11/18 16:00,0.00 ,1850.34 ,629.47 ,57.24 ,28.63 ,1258.93 ,0.01 ,0.01 ,555.47 
2017/11/18 17:00,0.00 ,1030.14 ,85.84 ,400.60 ,286.14 ,715.32 ,200.31 ,0.00 ,597.31 
2017/11/18 18:00,0.00 ,610.47 ,114.46 ,0.00 ,228.93 ,1001.45 ,257.52 ,486.43 ,484.04 
2017/11/18 19:00,0.00 ,553.19 ,0.00 ,0.00 ,0.01 ,228.89 ,28.62 ,0.00 ,177.10 
2017/11/18 20:00,0.00 ,219.39 ,85.85 ,0.01 ,0.00 ,0.00 ,0.00 ,0.00 ,35.94 
2017/11/18 21:00,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,21.07 
2017/11/19 2:00,0.03 ,0.03 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2017/11/19 3:00,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2017/11/19 4:00,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2017/11/19 7:00,0.00 ,0.01 ,0.01 ,0.01 ,0.01 ,0.00 ,0.00 ,0.00 ,0.00 
2017/11/19 8:00,0.00 ,572.27 ,0.02 ,257.52 ,0.00 ,28.64 ,0.00 ,0.00 ,0.00 
2017/11/19 9:00,0.01 ,1278.03 ,0.01 ,286.16 ,572.24 ,0.00 ,85.86 ,228.91 ,134.24 
2017/11/19 10:00,0.01 ,0.01 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,419.86 
2017/11/19 11:00,0.01 ,1917.06 ,343.38 ,572.27 ,400.60 ,0.01 ,429.24 ,515.07 ,982.89 
2017/11/19 12:00,0.00 ,1087.27 ,257.53 ,486.39 ,0.00 ,314.74 ,457.79 ,200.31 ,882.26 
2017/11/19 13:00,0.00 ,95.38 ,0.00 ,0.00 ,0.00 ,85.84 ,143.05 ,143.06 ,447.83 
2017/11/19 14:00,0.01 ,696.23 ,143.06 ,171.68 ,171.67 ,0.01 ,0.00 ,400.58 ,742.97 
2017/11/19 15:00,0.00 ,1402.03 ,0.00 ,257.51 ,85.84 ,143.07 ,400.59 ,28.63 ,493.38 
2017/11/19 16:00,0.01 ,1325.80 ,0.01 ,0.02 ,228.91 ,0.01 ,0.00 ,858.35 ,787.76 
2017/11/19 17:00,0.01 ,1163.61 ,57.24 ,257.56 ,0.01 ,0.00 ,171.67 ,28.63 ,584.26 
2017/11/19 18:00,0.00 ,438.73 ,0.00 ,85.84 ,0.00 ,85.85 ,0.03 ,228.91 ,379.57 
2017/11/19 19:00,0.00 ,152.60 ,228.90 ,0.00 ,0.03 ,0.00 ,57.24 ,0.00 ,303.91 
2017/11/19 20:00,0.00 ,19.09 ,0.00 ,0.00 ,143.06 ,0.00 ,429.17 ,0.00 ,99.15 
2017/11/19 21:00,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,143.05 ,0.00 ,0.00 ,3.66 
2017/11/20 2:00,0.03 ,0.03 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2017/11/20 4:00,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2017/11/20 7:00,0.00 ,915.63 ,286.14 ,171.68 ,0.04 ,171.68 ,572.25 ,257.53 ,0.00 
2017/11/20 8:00,0.00 ,7573.08 ,2002.92 ,686.84 ,2003.04 ,2060.11 ,1058.81 ,2403.45 ,0.00 
2017/11/20 9:00,0.02 ,18541.60 ,2518.18 ,5808.56 ,4835.88 ,3376.46 ,2146.20 ,2575.37 ,198.72 
2017/11/20 10:00,0.11 ,1650.07 ,600.88 ,429.20 ,228.91 ,257.54 ,314.75 ,171.68 ,3096.13 
2017/11/20 11:00,0.09 ,30511.29 ,7010.41 ,6867.35 ,8412.47 ,8355.09 ,6352.33 ,7754.27 ,11380.63 
2017/11/20 12:00,0.04 ,15565.73 ,1974.48 ,4406.48 ,2861.48 ,4463.73 ,4320.75 ,4606.70 ,8751.82 
2017/11/20 13:00,0.01 ,4768.83 ,858.42 ,1115.86 ,915.62 ,801.12 ,1545.11 ,944.27 ,4243.56 
2017/11/20 14:00,0.03 ,16624.13 ,2689.79 ,2174.62 ,3319.14 ,3977.17 ,3462.26 ,4921.35 ,6794.61 
2017/11/20 15:00,0.04 ,15813.86 ,1917.21 ,4435.10 ,2832.80 ,4892.77 ,4549.52 ,2518.12 ,6819.20 
2017/11/20 16:00,0.04 ,17311.01 ,5808.59 ,3662.47 ,3633.78 ,4263.42 ,3376.39 ,2890.06 ,6143.49 
2017/11/20 17:00,0.03 ,13677.30 ,2632.56 ,3004.46 ,4291.98 ,2489.48 ,4292.07 ,4120.48 ,6219.51 
2017/11/20 18:00,0.02 ,12704.53 ,1201.89 ,4435.04 ,4234.75 ,2260.62 ,2575.34 ,4320.56 ,5141.56 
2017/11/20 19:00,0.01 ,7267.78 ,1545.09 ,1144.56 ,2546.55 ,2346.36 ,2146.02 ,2088.78 ,2578.90 
2017/11/20 20:00,0.01 ,2613.34 ,1030.09 ,286.20 ,400.69 ,658.08 ,658.11 ,0.05 ,1084.13 
2017/11/20 21:00,0.00 ,991.94 ,143.08 ,0.00 ,286.15 ,1087.28 ,0.02 ,0.00 ,395.47 
2017/11/20 22:00,0.00 ,352.90 ,0.00 ,0.01 ,0.00 ,0.00 ,28.63 ,0.00 ,99.78 
2017/11/20 23:00,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,29.66 
2017/11/21 2:00,0.03 ,0.04 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2017/11/21 3:00,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2017/11/21 4:00,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2017/11/21 7:00,0.00 ,820.28 ,286.14 ,772.54 ,171.68 ,400.59 ,629.49 ,343.37 ,0.00 
2017/11/21 8:00,0.00 ,8736.70 ,1631.00 ,2661.00 ,1516.60 ,2861.38 ,1344.95 ,3519.42 ,0.00 
2017/11/21 9:00,0.02 ,17549.68 ,6066.05 ,4091.73 ,3061.78 ,3376.44 ,4835.80 ,1831.42 ,160.16 
2017/11/21 10:00,0.11 ,1535.56 ,944.21 ,257.52 ,200.28 ,85.86 ,515.03 ,400.58 ,2694.68 
2017/11/21 11:00,0.08 ,31951.48 ,7754.26 ,5722.80 ,7868.78 ,7439.56 ,9470.89 ,7668.43 ,11198.83 
2017/11/21 12:00,0.05 ,15899.67 ,2403.66 ,3576.73 ,3433.64 ,4778.46 ,4578.21 ,4864.28 ,9059.08 
2017/11/21 13:00,0.01 ,5598.69 ,1144.52 ,1087.33 ,1459.30 ,887.00 ,887.03 ,1716.76 ,4277.54 
2017/11/21 14:00,0.04 ,16223.64 ,3776.95 ,3605.27 ,3519.40 ,2546.63 ,4578.14 ,3777.04 ,7044.76 
2017/11/21 15:00,0.04 ,18350.60 ,4635.37 ,3719.74 ,3977.30 ,4749.80 ,2918.73 ,4778.48 ,6335.17 
2017/11/21 16:00,0.03 ,13753.48 ,2975.83 ,3405.09 ,3090.32 ,2861.42 ,4492.27 ,2231.86 ,5974.95 
2017/11/21 17:00,0.03 ,15584.56 ,4063.12 ,3319.19 ,3576.69 ,4063.04 ,2289.27 ,4578.05 ,6698.02 
2017/11/21 18:00,0.02 ,12303.90 ,2432.33 ,4120.27 ,2575.25 ,3805.50 ,3519.43 ,2575.37 ,4999.09 
2017/11/21 19:00,0.01 ,6724.24 ,2632.39 ,1802.68 ,1373.50 ,1373.47 ,1831.33 ,3176.05 ,3033.03 
2017/11/21 20:00,0.01 ,3529.06 ,629.53 ,1258.99 ,686.78 ,743.98 ,1230.36 ,486.47 ,1487.34 
2017/11/21 21:00,0.00 ,2718.13 ,114.48 ,171.69 ,85.88 ,658.10 ,314.75 ,486.42 ,467.86 
2017/11/21 22:00,0.00 ,76.33 ,0.01 ,371.95 ,0.01 ,0.00 ,0.00 ,0.00 ,18.33 
2017/11/22 2:00,0.02 ,0.05 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2017/11/22 3:00,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2017/11/22 4:00,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2017/11/22 7:00,0.00 ,972.88 ,457.81 ,0.01 ,171.68 ,257.52 ,171.67 ,228.90 ,0.00 
2017/11/22 8:00,0.00 ,6371.42 ,2289.16 ,2289.08 ,3605.21 ,1745.41 ,2746.90 ,1316.30 ,0.00 
2017/11/22 9:00,0.02 ,15794.76 ,3777.04 ,4034.53 ,3862.86 ,3948.89 ,6151.93 ,5064.60 ,228.46 
2017/11/22 10:00,0.11 ,1373.48 ,0.01 ,171.70 ,228.93 ,57.25 ,772.57 ,772.54 ,3070.77 
2017/11/22 11:00,0.09 ,27392.65 ,6008.93 ,6409.44 ,8469.48 ,6552.36 ,5808.69 ,5408.14 ,10805.75 
2017/11/22 12:00,0.04 ,16071.38 ,3777.06 ,4148.89 ,4664.00 ,2374.94 ,4606.81 ,6580.98 ,9460.79 
2017/11/22 13:00,0.01 ,3691.12 ,2546.49 ,1030.20 ,1230.33 ,1573.77 ,600.89 ,543.67 ,4784.69 
2017/11/22 14:00,0.04 ,16014.02 ,2661.07 ,3805.67 ,3977.28 ,4120.21 ,4177.57 ,4063.12 ,6363.61 
2017/11/22 15:00,0.03 ,18455.54 ,5093.08 ,2632.50 ,2832.81 ,4349.18 ,4206.18 ,3920.01 ,6956.05 
2017/11/22 16:00,0.03 ,15241.61 ,3261.85 ,4692.53 ,2632.57 ,3834.22 ,1459.48 ,4377.86 ,6848.54 
2017/11/22 17:00,0.03 ,11941.45 ,4063.10 ,2918.62 ,3233.38 ,3033.10 ,2890.11 ,3376.38 ,6639.66 
2017/11/22 18:00,0.02 ,12971.73 ,3862.82 ,3891.44 ,3891.36 ,3347.92 ,5007.22 ,3261.94 ,5402.75 
2017/11/22 19:00,0.01 ,8297.91 ,2718.27 ,2088.80 ,2374.94 ,2289.08 ,1602.41 ,1115.97 ,2889.14 
2017/11/22 20:00,0.00 ,3662.52 ,772.59 ,686.71 ,1058.64 ,829.82 ,1001.52 ,457.86 ,1311.96 
2017/11/22 21:00,0.00 ,1173.20 ,0.02 ,572.22 ,371.96 ,228.90 ,286.16 ,143.08 ,511.20 
2017/11/22 22:00,0.00 ,228.89 ,0.00 ,0.00 ,0.00 ,0.00 ,0.01 ,0.00 ,63.37 
2017/11/22 23:00,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,3.42 
2017/11/23 2:00,0.03 ,0.04 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2017/11/23 3:00,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2017/11/23 4:00,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2017/11/23 7:00,0.00 ,1154.04 ,0.02 ,85.85 ,371.97 ,200.28 ,286.15 ,228.91 ,0.00 
2017/11/23 8:00,0.00 ,8421.82 ,2890.00 ,1230.45 ,1888.48 ,1745.43 ,1573.76 ,1659.62 ,0.00 
2017/11/23 9:00,0.02 ,19781.54 ,4635.36 ,3290.64 ,4778.53 ,4377.94 ,4606.71 ,5264.85 ,267.34 
2017/11/23 10:00,0.11 ,1716.82 ,0.03 ,314.75 ,515.06 ,314.76 ,171.71 ,85.86 ,2702.72 
2017/11/23 11:00,0.09 ,28632.66 ,7410.99 ,5465.29 ,8870.18 ,5780.11 ,5179.30 ,5522.65 ,11694.70 
2017/11/23 12:00,0.05 ,16757.71 ,3862.84 ,3033.25 ,2718.41 ,3090.31 ,5150.43 ,3777.05 ,8964.89 
2017/11/23 13:00,0.01 ,4663.97 ,658.14 ,1459.25 ,858.39 ,1058.71 ,915.60 ,915.67 ,4626.08 
