date,mounts,downlink_length
2017/11/8 15:09,90448,136539
2017/11/8 15:10,46516,137110
2017/11/8 15:11,130741,65226
2017/11/8 15:12,105091,145541
2017/11/8 15:13,136851,14825
2017/11/8 15:14,136841,134438
2017/11/8 15:15,59902,74193
2017/11/8 15:16,116137,97954
2017/11/8 15:17,4986,58123
2017/11/8 15:18,85532,50179
2017/11/8 15:19,11107,65235
2017/11/8 15:20,156,51626
2017/11/8 15:21,56280,34439
2017/11/8 15:22,64810,121324
2017/11/8 15:23,169832,52930
2017/11/8 15:24,58708,95332
2017/11/8 15:25,129531,32234
2017/11/8 15:26,22124,45415
2017/11/8 15:27,78337,33990
2017/11/8 15:28,22118,128484
2017/11/8 15:29,90478,50064
2017/11/8 15:30,7448,53970
2017/11/8 15:31,73354,62434
2017/11/8 15:32,66037,138378
2017/11/8 15:33,62370,98207
2017/11/8 15:34,63549,84820
2017/11/8 15:35,131948,136193
2017/11/8 15:36,67248,70323
2017/11/8 15:37,91650,9045
2017/11/8 15:38,130711,107330
2017/11/8 15:39,22063,68358
2017/11/8 15:40,67257,104785
2017/11/8 15:41,44066,61399
2017/11/8 15:42,58744,74169
2017/11/8 15:43,25775,18732
2017/11/8 15:44,56322,112759
2017/11/8 15:45,122169,93914
2017/11/8 15:46,80700,66206
2017/11/8 15:47,123449,91298
2017/11/8 15:48,151499,111150
2017/11/8 15:49,130697,101699
2017/11/8 15:50,47733,86772
2017/11/8 15:51,12305,58714
2017/11/8 15:52,74582,136608
2017/11/8 15:53,78263,76904
2017/11/8 15:54,67266,96975
2017/11/8 15:55,87979,102348
2017/11/8 15:56,125860,181071
2017/11/8 15:57,72149,101932
2017/11/8 15:58,57506,38992
2017/11/8 15:59,87995,32792
2017/11/8 16:00,66014,96405
2017/11/8 16:01,14743,41604
2017/11/8 16:02,18410,75849
2017/11/8 16:03,56254,82395
2017/11/8 16:04,89228,125294
2017/11/8 16:05,103877,85070
2017/11/8 16:06,212535,255586
2017/11/8 16:07,180782,110504
2017/11/8 16:08,69693,116863
2017/11/8 16:09,58758,163985
2017/11/8 16:10,111267,94680
2017/11/8 16:11,51463,146880
2017/11/8 16:12,44179,60852
2017/11/8 16:13,14814,130640
2017/11/8 16:14,216213,211610
2017/11/8 16:15,145397,128969
2017/11/8 16:16,37966,95545
2017/11/8 16:17,106289,18079
2017/11/8 16:18,61181,55716
2017/11/8 16:19,84328,66196
2017/11/8 16:20,75840,84395
2017/11/8 16:21,117282,126296
2017/11/8 16:22,28182,49572
2017/11/8 16:23,105076,181181
2017/11/8 16:24,86786,41479
2017/11/8 16:25,103888,61368
2017/11/8 16:26,97763,101864
2017/11/8 16:27,159975,81358
2017/11/8 16:28,62373,54675
2017/11/8 16:29,44058,70423
2017/11/8 16:30,28244,87854
2017/11/8 16:31,25717,12162
2017/11/8 16:32,9861,93037
2017/11/8 16:33,58683,92676
2017/11/8 16:34,69683,155617
2017/11/8 16:35,59926,125481
2017/11/8 16:36,95351,79972
2017/11/8 16:37,67246,54563
2017/11/8 16:38,36726,83684
2017/11/8 16:39,28153,59155
2017/11/8 16:40,72115,136653
2017/11/8 16:41,168533,68690
2017/11/8 16:42,69696,103378
2017/11/8 16:43,106292,146949
2017/11/8 16:44,74614,45681
2017/11/8 16:45,12311,114284
2017/11/8 16:46,14756,52053
2017/11/8 16:47,61095,134035
2017/11/8 16:48,74525,72609
2017/11/8 16:49,69673,13183
2017/11/8 16:50,3851,91554
2017/11/8 16:51,47715,57093
2017/11/8 16:52,160025,102254
2017/11/8 16:53,155212,65016
2017/11/8 16:54,34298,84825
2017/11/8 16:55,122202,118238
2017/11/8 16:56,96543,87271
2017/11/8 16:57,58740,65041
2017/11/8 16:58,51373,119674
2017/11/8 16:59,40429,12996
2017/11/8 17:00,12323,121380
2017/11/8 17:01,194263,120834
2017/11/8 17:02,97808,102151
2017/11/8 17:03,122154,57486
2017/11/8 17:04,95347,87960
2017/11/8 17:05,106309,125733
2017/11/8 17:06,140467,72506
2017/11/8 17:07,129470,146910
2017/11/8 17:08,145389,41402
2017/11/8 17:09,89188,78024
2017/11/8 17:10,84339,83618
2017/11/8 17:11,111209,118233
2017/11/8 17:12,31840,78837
2017/11/8 17:13,26933,108158
2017/11/8 17:14,135609,107086
2017/11/8 17:15,44053,37763
2017/11/8 17:16,125846,72304
2017/11/8 17:17,34281,56298
2017/11/8 17:18,3764,107665
2017/11/8 17:19,133196,137931
2017/11/8 17:20,172263,156925
2017/11/8 17:21,66071,91246
2017/11/8 17:22,103901,132256
2017/11/8 17:23,129559,75527
2017/11/8 17:24,79485,150779
2017/11/8 17:25,175893,117597
2017/11/8 17:26,106302,71891
2017/11/8 17:27,161220,72847
2017/11/8 17:28,28141,81963
2017/11/8 17:29,57486,45295
2017/11/8 17:30,59933,114903
2017/11/8 17:31,14776,30657
2017/11/8 17:32,92835,65409
2017/11/8 17:33,136818,103975
2017/11/8 17:34,50223,48826
2017/11/8 17:35,117360,137472
2017/11/8 17:36,36733,122640
2017/11/8 17:37,94096,67318
2017/11/8 17:38,29435,30097
2017/11/8 17:39,40389,82011
2017/11/8 17:40,17263,89276
2017/11/8 17:41,62365,178536
2017/11/8 17:42,128278,82393
2017/11/8 17:43,66038,149033
2017/11/8 17:44,44045,35395
2017/11/8 17:45,40358,65526
2017/11/8 17:46,73324,90711
2017/11/8 17:47,66069,34580
2017/11/8 17:48,117295,96733
2017/11/8 17:49,102706,48490
2017/11/8 17:50,152677,66683
2017/11/8 17:51,23284,66807
2017/11/8 17:52,156351,104875
2017/11/8 17:53,79484,95596
2017/11/8 17:54,116,32964
2017/11/8 17:55,108748,144791
2017/11/8 17:56,40412,49734
2017/11/8 17:57,184444,56174
2017/11/8 17:58,66026,32179
2017/11/8 17:59,78257,64166
2017/11/8 18:00,63593,129079
2017/11/8 18:01,95316,34334
2017/11/8 18:02,86711,178804
2017/11/8 18:03,3740,23803
2017/11/8 18:04,29451,14717
2017/11/8 18:05,89203,92134
2017/11/8 18:06,61130,29808
2017/11/8 18:07,48921,138482
2017/11/8 18:08,52637,37865
2017/11/8 18:09,52613,62061
2017/11/8 18:10,160049,100812
2017/11/8 18:11,199070,165440
2017/11/8 18:12,100176,68799
2017/11/8 18:13,48934,77121
2017/11/8 18:14,102643,44210
2017/11/8 18:15,67260,56561
2017/11/8 18:16,98994,104757
2017/11/8 18:17,94152,115955
2017/11/8 18:18,45264,177564
2017/11/8 18:19,145416,40501
2017/11/8 18:20,69715,94967
2017/11/8 18:21,134412,114983
2017/11/8 18:22,29390,43834
2017/11/8 18:23,6194,21943
2017/11/8 18:24,70919,53143
2017/11/8 18:25,47727,80846
2017/11/8 18:26,138,52324
2017/11/8 18:27,105123,33267
2017/11/8 18:28,12361,68261
2017/11/8 18:29,160018,30120
2017/11/8 18:30,63609,162151
2017/11/8 18:31,111244,119856
2017/11/8 18:32,90423,105601
2017/11/8 18:33,36730,47446
2017/11/8 18:34,128280,91933
2017/11/8 18:35,22092,11935
2017/11/8 18:36,91646,81334
2017/11/8 18:37,92856,155755
2017/11/8 18:38,56232,18140
2017/11/8 18:39,11071,114489
2017/11/8 18:40,141698,98214
2017/11/8 18:41,116016,92455
2017/11/8 18:42,25746,12568
2017/11/8 18:43,105100,59610
2017/11/8 18:44,109980,70120
2017/11/8 18:45,65994,10840
2017/11/8 18:46,36734,49468
2017/11/8 18:47,18427,61493
2017/11/8 18:48,24462,62099
2017/11/8 18:49,7376,48295
2017/11/8 18:50,51344,107726
2017/11/8 18:51,7396,57382
2017/11/8 18:52,62345,73806
2017/11/8 18:53,34328,60152
2017/11/8 18:54,94094,56402
2017/11/8 18:55,18374,30896
2017/11/8 18:56,90366,66204
2017/11/8 18:57,78204,27863
2017/11/8 18:58,68406,46304
2017/11/8 18:59,34225,90904
2017/11/8 19:00,32,7237
2017/11/8 19:01,14740,8881
2017/11/8 19:02,53,10627
2017/11/8 19:03,25710,47681
2017/11/8 19:04,40342,94965
2017/11/8 19:05,19583,44827
2017/11/8 19:06,92833,57162
2017/11/8 19:07,14714,74029
2017/11/8 19:08,62349,100497
2017/11/8 19:09,80630,46366
2017/11/8 19:10,2500,24991
2017/11/8 19:11,6151,115449
2017/11/8 19:12,41594,16424
2017/11/8 19:13,75731,34934
2017/11/8 19:14,102635,250424
2017/11/8 19:15,29360,6383
2017/11/8 19:16,45191,43659
2017/11/8 19:17,12260,42935
2017/11/8 19:18,7354,5822
2017/11/8 19:19,180742,196739
2017/11/8 19:20,51307,15020
2017/11/8 19:21,24460,76330
2017/11/8 19:22,29358,50519
2017/11/8 19:23,31825,84096
2017/11/8 19:24,101369,87907
2017/11/8 19:25,29328,60554
2017/11/8 19:26,34232,11081
2017/11/8 19:27,66,7771
2017/11/8 19:28,24445,23379
2017/11/8 19:29,11029,33246
2017/11/8 19:30,41,7347
2017/11/8 19:31,3720,4069
2017/11/8 19:32,39,5210
2017/11/8 19:33,14685,69104
2017/11/8 19:34,33025,33963
2017/11/8 19:35,78168,26513
2017/11/8 19:36,17149,9441
2017/11/8 19:37,42,29514
2017/11/8 19:38,29357,26118
2017/11/8 19:39,68416,67279
2017/11/8 19:40,58642,9543
2017/11/8 19:41,47638,33573
2017/11/8 19:42,25668,50224
2017/11/8 19:43,48841,25774
2017/11/8 19:44,11027,28767
2017/11/8 19:45,8,1459
2017/11/8 19:46,19562,72018
2017/11/8 19:47,47626,44916
2017/11/8 19:48,35,4591
2017/11/8 19:49,18338,22489
2017/11/8 19:50,14683,4975
2017/11/8 19:51,7362,5467
2017/11/8 19:52,57395,37758
2017/11/8 19:53,32985,11909
2017/11/8 19:54,21,2994
2017/11/8 19:55,27,22284
2017/11/8 19:56,38,5531
2017/11/8 19:57,63,7898
2017/11/8 19:58,31786,16731
2017/11/8 19:59,17155,17166
2017/11/8 20:00,22008,66054
2017/11/8 20:01,16,66979
2017/11/8 20:02,32973,68246
2017/11/8 20:03,47639,44282
2017/11/8 20:04,35,3467
2017/11/8 20:05,14679,14479
2017/11/8 20:06,9805,7308
2017/11/8 20:07,30,4248
2017/11/8 20:08,27,43600
2017/11/8 20:09,41541,38943
2017/11/8 20:10,17122,38212
2017/11/8 20:11,4910,16995
2017/11/8 20:12,14679,2765
2017/11/8 20:13,35,3430
2017/11/8 20:14,18,1640
2017/11/8 20:15,15,10870
2017/11/8 20:16,43,4305
2017/11/8 20:17,21,2567
2017/11/8 20:18,2456,18597
2017/11/8 20:19,30,4015
2017/11/8 20:20,35,3953
2017/11/8 20:21,12234,28359
2017/11/8 20:22,16,17068
2017/11/8 20:23,17,1203
2017/11/8 20:24,47631,24879
2017/11/8 20:25,45,26042
2017/11/8 20:26,15,1023
2017/11/8 20:27,0,2265
2017/11/8 20:28,22,3861
2017/11/8 20:29,7,1115
2017/11/8 20:30,12,2116
2017/11/8 20:31,43948,4289
2017/11/8 20:32,16,68203
2017/11/8 20:33,7337,19392
2017/11/8 20:34,11013,57262
2017/11/8 20:35,14681,23730
2017/11/8 20:36,9,17854
2017/11/8 20:37,8,1461
2017/11/8 20:38,14,1500
2017/11/8 20:39,6,21673
2017/11/8 20:40,4901,13230
2017/11/8 20:41,0,4
2017/11/8 20:42,31752,63239
2017/11/8 20:43,22,1901
2017/11/8 20:44,16,14812
2017/11/8 20:45,4896,65366
2017/11/8 20:46,38,2172
2017/11/8 20:47,4940,78770
2017/11/8 20:48,32982,22235
2017/11/8 20:49,9,1601
2017/11/8 20:50,29310,2709
2017/11/8 20:51,13449,3073
2017/11/8 20:52,17114,8766
2017/11/8 20:53,7330,31343
2017/11/8 20:54,13442,15743
2017/11/8 20:55,20,481
2017/11/8 20:56,15,1411
2017/11/8 20:57,1,556
2017/11/8 20:58,21,17117
2017/11/8 20:59,2,945
2017/11/8 21:00,9,1917
2017/11/8 21:01,6,18
2017/11/8 21:02,7336,1386
2017/11/8 21:03,25661,32264
2017/11/8 21:04,20,2224
2017/11/8 21:05,12,597
2017/11/8 21:06,1,623
2017/11/8 21:07,13,716
2017/11/8 21:08,21980,19867
2017/11/8 21:09,26,3012
2017/11/8 21:10,19,2315
2017/11/8 21:11,10,663
2017/11/8 21:12,0,763
2017/11/8 21:13,25637,13617
2017/11/8 21:14,4,173
2017/11/8 21:15,9,796
2017/11/8 21:16,11,958
2017/11/8 21:17,0,501
2017/11/8 21:18,1,606
2017/11/8 21:19,10,607
2017/11/8 21:20,1,56
2017/11/8 21:21,0,1209
2017/11/8 21:22,14,1648
2017/11/8 21:23,7327,555
2017/11/8 21:24,34187,29845
2017/11/8 21:25,6,2573
2017/11/8 21:26,18,1316
2017/11/8 21:27,15,759
2017/11/8 21:28,7330,25873
2017/11/8 21:29,1,353
2017/11/8 21:30,7,110
2017/11/8 21:31,10,2827
2017/11/8 21:32,12,2858
2017/11/8 21:33,12,1368
2017/11/8 21:34,4,9
2017/11/8 21:35,4,135
2017/11/8 21:36,2,84
2017/11/8 21:37,3,593
2017/11/8 21:38,7,1547
2017/11/8 21:39,0,4918
2017/11/8 21:40,21994,2544
2017/11/8 21:41,10,1915
2017/11/8 21:42,41526,1861
2017/11/8 21:43,2464,15176
2017/11/8 21:44,29309,750
2017/11/8 21:45,16,493
2017/11/8 21:46,6,249
2017/11/8 21:47,7,1122
2017/11/8 21:48,10,953
2017/11/8 21:49,2,245
2017/11/8 21:50,0,874
2017/11/8 21:51,29303,12210
2017/11/8 21:52,10,118
2017/11/8 21:53,3,1708
2017/11/8 21:54,0,90
2017/11/8 21:55,10986,623
2017/11/8 21:56,10,661
2017/11/8 21:57,11,189
2017/11/8 21:58,0,187
2017/11/8 21:59,13,1145
2017/11/8 22:00,1,846
2017/11/8 22:01,63476,555
2017/11/8 22:02,0,14649
2017/11/8 22:03,1,704
2017/11/8 22:04,7,722
2017/11/8 22:05,0,298
2017/11/8 22:07,7,367
2017/11/8 22:09,26,546
2017/11/8 22:10,3,663
2017/11/8 22:11,7,76
2017/11/8 22:12,6,1360
2017/11/8 22:13,18,2517
2017/11/8 22:14,2,16
2017/11/8 22:15,5,49
2017/11/8 22:17,3,903
2017/11/8 22:18,14649,7418
2017/11/8 22:23,7,4
2017/11/8 22:24,2,50
2017/11/8 22:25,4,1097
2017/11/8 22:26,5,1552
2017/11/8 22:28,26855,14650
2017/11/9 2:00,0,0
2017/11/9 3:00,0,0
2017/11/9 4:00,0,0
2017/11/9 7:11,0,0
2017/11/9 7:16,29296,0
2017/11/9 7:17,0,21973
2017/11/9 7:18,14648,0
2017/11/9 7:22,0,0
2017/11/9 7:23,26855,36621
2017/11/9 7:24,1,72022
2017/11/9 7:28,32962,29297
2017/11/9 7:39,9766,19532
2017/11/9 7:40,1,21973
2017/11/9 7:41,0,21973
2017/11/9 7:43,0,0
2017/11/9 7:45,25635,9765
2017/11/9 7:46,0,0
2017/11/9 7:48,0,0
2017/11/9 7:49,29299,18312
2017/11/9 7:52,10987,10986
2017/11/9 7:53,25634,1
2017/11/9 7:54,29298,0
2017/11/9 7:58,10986,0
2017/11/9 8:00,42726,25637
2017/11/9 8:02,0,0
2017/11/9 8:04,41504,4883
2017/11/9 8:06,0,10986
2017/11/9 8:08,0,12207
2017/11/9 8:09,21973,0
2017/11/9 8:11,3663,29299
2017/11/9 8:12,57373,25635
2017/11/9 8:13,14649,0
2017/11/9 8:14,3663,43948
2017/11/9 8:15,0,0
2017/11/9 8:16,17090,19531
2017/11/9 8:17,40285,19533
2017/11/9 8:18,31739,1
2017/11/9 8:19,52491,4884
2017/11/9 8:20,4883,25634
2017/11/9 8:21,21975,10989
2017/11/9 8:23,0,12207
2017/11/9 8:24,124514,89115
2017/11/9 8:25,14648,14649
2017/11/9 8:26,0,39062
2017/11/9 8:27,92777,21977
2017/11/9 8:28,36622,50050
2017/11/9 8:29,9766,1
2017/11/9 8:30,58595,43944
2017/11/9 8:31,10986,0
2017/11/9 8:32,30519,14649
2017/11/9 8:33,0,43948
2017/11/9 8:34,0,0
2017/11/9 8:35,51270,0
2017/11/9 8:36,10987,68361
2017/11/9 8:37,41502,0
2017/11/9 8:38,70803,12208
2017/11/9 8:39,122069,57374
2017/11/9 8:40,61035,25635
2017/11/9 8:41,46387,35401
2017/11/9 8:42,48829,80567
2017/11/9 8:43,42725,0
2017/11/9 8:45,18311,62259
2017/11/9 8:46,180668,65920
2017/11/9 8:47,57375,74464
2017/11/9 8:48,19532,9765
2017/11/9 8:49,63480,53711
2017/11/9 8:50,0,43948
2017/11/9 8:51,15868,21974
2017/11/9 8:52,136722,78126
2017/11/9 8:53,31741,115969
2017/11/9 8:54,153811,129396
2017/11/9 8:55,90336,189214
2017/11/9 8:56,62258,147706
2017/11/9 8:57,18311,63477
2017/11/9 8:58,93997,64704
2017/11/9 8:59,162357,114750
2017/11/9 9:00,211192,206305
2017/11/9 9:01,65934,97371
2017/11/9 9:02,76929,198894
2017/11/9 9:03,97673,207512
2017/11/9 9:04,28080,66724
2017/11/9 9:05,81791,75827
2017/11/9 9:06,29309,28606
2017/11/9 9:07,80569,99532
2017/11/9 9:08,65921,68437
2017/11/9 9:09,97660,13429
2017/11/9 9:10,72030,24304
2017/11/9 9:11,14649,17813
2017/11/9 9:12,18315,24795
2017/11/9 9:13,123299,76417
2017/11/9 9:14,59823,120806
2017/11/9 9:15,35410,75604
2017/11/9 9:16,14654,22365
2017/11/9 9:17,83022,65189
2017/11/9 9:18,167253,152449
2017/11/9 9:19,36645,51923
2017/11/9 9:20,47622,45924
2017/11/9 9:21,57376,63979
2017/11/9 9:22,21978,36243
2017/11/9 9:23,96439,51272
2017/11/9 9:24,78125,59397
2017/11/9 9:25,62263,70396
2017/11/9 9:26,24415,25636
2017/11/9 9:27,183111,125736
2017/11/9 9:28,57374,91551
2017/11/9 9:29,109864,68364
2017/11/9 9:30,113528,225834
2017/11/9 9:31,156253,64699
2017/11/9 9:32,112304,100104
2017/11/9 9:33,189214,47613
2017/11/9 9:34,61036,78129
2017/11/9 9:35,81791,181892
2017/11/9 9:36,36623,47609
2017/11/9 9:37,92779,101323
2017/11/9 9:38,151368,174562
2017/11/9 9:39,73243,67141
2017/11/9 9:40,106202,80570
2017/11/9 9:41,37842,35400
2017/11/9 9:42,95217,115970
2017/11/9 9:43,76905,47607
2017/11/9 9:44,51268,32961
2017/11/9 9:45,161135,223391
2017/11/9 9:46,153813,118411
2017/11/9 9:47,262456,211187
2017/11/9 9:48,240483,177008
2017/11/9 9:49,62259,158695
2017/11/9 9:50,137941,96441
2017/11/9 9:51,120852,106202
2017/11/9 9:52,137943,130620
2017/11/9 9:53,43948,184329
2017/11/9 9:54,177009,178226
2017/11/9 9:55,17092,74463
2017/11/9 9:56,267337,198983
2017/11/9 9:57,115971,58597
2017/11/9 9:58,104984,86677
2017/11/9 9:59,175783,92781
2017/11/9 10:00,9797,24917
2017/11/9 10:01,45,7702
2017/11/9 10:02,63,4227
2017/11/9 10:03,72,5611
2017/11/9 10:04,84,8704
2017/11/9 10:05,64,7246
2017/11/9 10:06,85,8521
2017/11/9 10:07,45,4959
2017/11/9 10:08,31,6889
2017/11/9 10:09,51,8009
2017/11/9 10:10,84,7312
2017/11/9 10:11,106,12974
2017/11/9 10:12,33,7630
2017/11/9 10:13,70,7921
2017/11/9 10:14,79,10406
2017/11/9 10:15,54,7888
2017/11/9 10:16,54,5186
2017/11/9 10:17,105,15128
2017/11/9 10:18,106,15864
2017/11/9 10:19,101,10988
2017/11/9 10:20,69,8369
2017/11/9 10:21,52,7615
2017/11/9 10:22,29,3716
2017/11/9 10:23,9,1373
2017/11/9 10:24,28,3626
2017/11/9 10:25,11,4572
2017/11/9 10:26,9,2039
2017/11/9 10:27,25,3225
2017/11/9 10:28,39,5161
2017/11/9 10:29,32,6457
2017/11/9 10:30,21,1457
2017/11/9 10:31,15,1004
2017/11/9 10:32,28,3363
2017/11/9 10:33,17,4056
2017/11/9 10:34,24,2864
2017/11/9 10:35,3,1194
2017/11/9 10:36,18,3774
2017/11/9 10:37,12,1588
2017/11/9 10:38,24,2199
2017/11/9 10:39,18,1594
2017/11/9 10:40,48,3674
2017/11/9 10:41,52,5677
2017/11/9 10:42,24,2859
2017/11/9 10:43,31,4472
2017/11/9 10:44,25,3729
2017/11/9 10:45,23,3801
2017/11/9 10:46,15,5277
2017/11/9 10:47,11,2266
2017/11/9 10:48,34,1946
2017/11/9 10:49,15,1329
2017/11/9 10:50,45,4688
2017/11/9 10:51,15,16050
2017/11/9 10:52,29337,12944
2017/11/9 10:53,43996,86464
2017/11/9 10:54,12308,29118
2017/11/9 10:55,14746,119071
2017/11/9 10:56,155113,64202
2017/11/9 10:57,44080,34463
2017/11/9 10:58,106341,123321
2017/11/9 10:59,56284,177673
2017/11/9 11:00,130748,164848
2017/11/9 11:01,80713,109459
2017/11/9 11:02,70972,167811
2017/11/9 11:03,116148,175434
2017/11/9 11:04,45433,104494
2017/11/9 11:05,117449,122502
2017/11/9 11:06,103956,318485
2017/11/9 11:07,68566,153575
2017/11/9 11:08,217457,313868
2017/11/9 11:09,177194,57885
2017/11/9 11:10,178406,223921
2017/11/9 11:11,167398,251264
2017/11/9 11:12,106385,168482
2017/11/9 11:13,249192,181402
2017/11/9 11:14,167464,336745
2017/11/9 11:15,197922,241166
2017/11/9 11:16,200355,148449
2017/11/9 11:17,312611,300416
2017/11/9 11:18,47771,64031
2017/11/9 11:19,163775,177088
2017/11/9 11:20,101493,136559
2017/11/9 11:21,74638,130286
2017/11/9 11:22,94140,107847
2017/11/9 11:23,149093,185988
2017/11/9 11:24,142997,229957
2017/11/9 11:25,44089,130911
2017/11/9 11:26,167408,161709
2017/11/9 11:27,152739,105363
2017/11/9 11:28,130781,110359
2017/11/9 11:29,321223,138657
2017/11/9 11:30,232187,219262
2017/11/9 11:31,201648,156768
2017/11/9 11:32,251676,226449
2017/11/9 11:33,172349,189803
2017/11/9 11:34,334637,274616
2017/11/9 11:35,107545,285023
2017/11/9 11:36,175904,162999
2017/11/9 11:37,85631,210763
2017/11/9 11:38,158838,281257
2017/11/9 11:39,39277,121350
2017/11/9 11:40,173672,186157
2017/11/9 11:41,155243,120201
2017/11/9 11:42,80809,182628
2017/11/9 11:43,176013,120422
2017/11/9 11:44,121046,86335
2017/11/9 11:45,140558,129208
2017/11/9 11:46,70985,143932
2017/11/9 11:47,238230,409164
2017/11/9 11:48,201642,242173
2017/11/9 11:49,165022,219561
2017/11/9 11:50,162626,101868
2017/11/9 11:51,112462,117746
2017/11/9 11:52,134453,123436
2017/11/9 11:53,177203,163988
2017/11/9 11:54,119866,96749
2017/11/9 11:55,185698,262919
2017/11/9 11:56,207687,333670
2017/11/9 11:57,70953,153102
2017/11/9 11:58,145461,112111
2017/11/9 11:59,200381,243143
2017/11/9 12:00,215088,131928
2017/11/9 12:01,113775,182473
2017/11/9 12:02,208926,74883
2017/11/9 12:03,121026,126777
2017/11/9 12:04,191822,176412
2017/11/9 12:05,284618,188216
2017/11/9 12:06,162592,329494
2017/11/9 12:07,258980,237071
2017/11/9 12:08,191834,231240
2017/11/9 12:09,180846,254052
2017/11/9 12:10,179683,243856
2017/11/9 12:11,172336,156343
2017/11/9 12:12,68544,83422
2017/11/9 12:13,183318,219598
2017/11/9 12:14,143029,305403
2017/11/9 12:15,210148,199733
2017/11/9 12:16,85659,52847
2017/11/9 12:17,72192,173037
2017/11/9 12:18,57624,83359
2017/11/9 12:19,134509,200736
2017/11/9 12:20,94260,223561
2017/11/9 12:21,186960,133751
2017/11/9 12:22,91741,129297
2017/11/9 12:23,182069,100824
2017/11/9 12:24,204059,160016
2017/11/9 12:25,250476,244734
2017/11/9 12:26,155212,340649
2017/11/9 12:27,125924,190456
2017/11/9 12:28,24643,90273
2017/11/9 12:29,50212,218551
2017/11/9 12:30,25876,78111
2017/11/9 12:31,189,18259
2017/11/9 12:32,91,17665
2017/11/9 12:33,146,15907
2017/11/9 12:34,116,17568
2017/11/9 12:35,129,17563
2017/11/9 12:36,133,15039
2017/11/9 12:37,142,16812
2017/11/9 12:38,110,15825
2017/11/9 12:39,88,8474
2017/11/9 12:40,132,17687
2017/11/9 12:41,124,15753
2017/11/9 12:42,135,21702
2017/11/9 12:43,128,13196
2017/11/9 12:44,96,12200
2017/11/9 12:45,152,18477
2017/11/9 12:46,149,15605
2017/11/9 12:47,81,15848
2017/11/9 12:48,123,15141
2017/11/9 12:49,154,21355
2017/11/9 12:50,61,8700
2017/11/9 12:51,96,8737
2017/11/9 12:52,48,5664
2017/11/9 12:53,44,6160
2017/11/9 12:54,41,2588
2017/11/9 12:55,36,2048
2017/11/9 12:56,40,5949
2017/11/9 12:57,40,6960
2017/11/9 12:58,44,4234
2017/11/9 12:59,32,3510
2017/11/9 13:00,31,5241
2017/11/9 13:01,68,11087
2017/11/9 13:02,37,5208
2017/11/9 13:03,75,9206
2017/11/9 13:04,95,10969
2017/11/9 13:05,73,10679
2017/11/9 13:06,104,9700
2017/11/9 13:07,70,9528
2017/11/9 13:08,113,12294
2017/11/9 13:09,176,13976
2017/11/9 13:10,119,19212
2017/11/9 13:11,100,12853
2017/11/9 13:12,121,20369
2017/11/9 13:13,102,14295
2017/11/9 13:14,160,13744
2017/11/9 13:15,124,14549
2017/11/9 13:16,113,16863
2017/11/9 13:17,105,10774
2017/11/9 13:18,73,12857
2017/11/9 13:19,71,9175
2017/11/9 13:20,102,9450
2017/11/9 13:21,64,7857
2017/11/9 13:22,56,6503
2017/11/9 13:23,70,7478
2017/11/9 13:24,66,9615
2017/11/9 13:25,47,6797
2017/11/9 13:26,102,7372
2017/11/9 13:27,32,7016
2017/11/9 13:28,81,9173
2017/11/9 13:29,62,6253
2017/11/9 13:30,55,5613
2017/11/9 13:31,41,24131
2017/11/9 13:32,10,1451
2017/11/9 13:33,0,406
2017/11/9 13:34,4895,12356
2017/11/9 13:35,23207,7520
2017/11/9 13:36,7338,19776
2017/11/9 13:37,21,1930
2017/11/9 13:38,42,30342
2017/11/9 13:39,29316,11349
2017/11/9 13:40,43,3027
2017/11/9 13:41,45206,30174
2017/11/9 13:42,31749,11909
2017/11/9 13:43,32989,49802
2017/11/9 13:44,30564,21156
2017/11/9 13:45,29349,31975
2017/11/9 13:46,36673,53965
2017/11/9 13:47,57423,131107
2017/11/9 13:48,51337,53041
2017/11/9 13:49,34291,34471
2017/11/9 13:50,18364,36660
2017/11/9 13:51,52552,144404
2017/11/9 13:52,86761,68979
2017/11/9 13:53,67262,108988
2017/11/9 13:54,54991,46562
2017/11/9 13:55,18411,86623
2017/11/9 13:56,103874,128665
2017/11/9 13:57,44014,65205
2017/11/9 13:58,40359,83325
2017/11/9 13:59,52651,60287
2017/11/9 14:00,35516,131223
2017/11/9 14:01,64854,39564
2017/11/9 14:02,51414,41911
2017/11/9 14:03,40425,198347
2017/11/9 14:04,57549,57599
2017/11/9 14:05,153960,46234
2017/11/9 14:06,39267,121508
2017/11/9 14:07,150281,191710
2017/11/9 14:08,84342,163567
2017/11/9 14:09,136864,118104
2017/11/9 14:10,48920,91813
2017/11/9 14:11,133167,58811
2017/11/9 14:12,33073,52135
2017/11/9 14:13,69728,102886
2017/11/9 14:14,87999,47838
2017/11/9 14:15,78218,107226
2017/11/9 14:16,147791,113874
2017/11/9 14:17,95348,97414
2017/11/9 14:18,57470,89881
2017/11/9 14:19,36712,74964
2017/11/9 14:20,14746,78924
2017/11/9 14:21,73327,109065
2017/11/9 14:22,75804,166242
2017/11/9 14:23,7392,62093
2017/11/9 14:24,45293,52426
2017/11/9 14:25,62355,97024
2017/11/9 14:26,139239,116607
2017/11/9 14:27,18414,87001
2017/11/9 14:28,156,37691
2017/11/9 14:29,136837,101482
2017/11/9 14:30,118534,92266
2017/11/9 14:31,57532,149235
2017/11/9 14:32,120933,66893
2017/11/9 14:33,85558,112830
